Song-Name,Singer/Artists,Genre,Album/Movie,emotion,videoId,channelTitle
Pyar Ka Anjaam,"Alka Yagnik, Kumar Sanu, Sapna Mukherjee",BollywoodRomantic,Bewafaa,love,arId1EjWOs4,https://i.ytimg.com/vi/arId1EjWOs4/hqdefault.jpg
Ay Hairathe,"A.R. Rahman, Alka Yagnik, Hariharan, Mohammed Aslam",BollywoodRomantic,Guru,love,038jmlSH3iM,https://i.ytimg.com/vi/038jmlSH3iM/hqdefault.jpg
Phir Kya Hai Gham,Shilpa Rao,Bollywood,Hichki,neutral,NGhJSZ8crqI,https://i.ytimg.com/vi/NGhJSZ8crqI/hqdefault.jpg
Hip Hop Pammi,"Mika Singh, Monali Thakur",BollywoodDance,Ramaiya Vastavaiya,joy,QDRrxIcmL9M,https://i.ytimg.com/vi/QDRrxIcmL9M/hqdefault.jpg
Jab Se Mere Naina,Shaan,BollywoodDanceRomantic,Saawariya,love,jUfsdDJFYXI,https://i.ytimg.com/vi/jUfsdDJFYXI/hqdefault.jpg
Race Saanson Ki,"Neeraj, Sunidhi Chauhan",BollywoodDance,Race,joy,n-bsPnT5ZpQ,https://i.ytimg.com/vi/n-bsPnT5ZpQ/hqdefault.jpg
Tu Chale Toh,Papon,BollywoodRomantic,Qarib Qarib Singlle,love,tFDDcUi7hrI,https://i.ytimg.com/vi/tFDDcUi7hrI/hqdefault.jpg
Chori Chori Chupke Chupke,"Shreya Ghosal, Udit Narayan",BollywoodDanceRomantic,Krrish,love,OE2vFYQtBDs,https://i.ytimg.com/vi/OE2vFYQtBDs/hqdefault.jpg
Pairon Mein Bandhan Hai,"Manohar Shetty, Preetha Mazumdar, Sonali Bhatawdekar, Udbhav",BollywoodDance,Mohabbatein,joy,bC7RmYYMqTw,https://i.ytimg.com/vi/bC7RmYYMqTw/hqdefault.jpg
Tum Par Hum Hai Atke Yaara,"Kavita Krishnamurthy, Kumar Sanu",BollywoodDance,Pyaar Kiya To Darna Kya,joy,i9qTRW89KHU,https://i.ytimg.com/vi/i9qTRW89KHU/hqdefault.jpg
So Gaya Yeh Jahan,"Alka Yagnik, Nitin Mukesh, Shabbir Kumar",BollywoodDance,Tezaab,joy,L4FmY6tuCcs,https://i.ytimg.com/vi/L4FmY6tuCcs/hqdefault.jpg
Wo Ladki Jo Sabse,Abhijeet,BollywoodDance,Baadshah,joy,qrCKwbXCf20,https://i.ytimg.com/vi/qrCKwbXCf20/hqdefault.jpg
Sara Zamana,Kishore Kumar,BollywoodDance,Yaarana,joy,0AwkZihdw6E,https://i.ytimg.com/vi/0AwkZihdw6E/hqdefault.jpg
Aur Is Dil Mein,"Asha Bhosle, Suresh Wadkar",BollywoodSad,Imaandaar,sadness,PoNrhZjxwZg,https://i.ytimg.com/vi/PoNrhZjxwZg/hqdefault.jpg
Mujhse Shaadi Karogi,"Sonu Nigam, Sunidhi Chauhan, Udit Narayan",BollywoodDance,Mujhse Shaadi Karogi,joy,iCKp0SmF9T8,https://i.ytimg.com/vi/iCKp0SmF9T8/hqdefault.jpg
Challa,"Babbu Maan, Suzanne D'Mello",BollywoodDance,Crook,joy,9a4izd3Rvdw,https://i.ytimg.com/vi/9a4izd3Rvdw/hqdefault.jpg
Tu Hi Toh Meri Dost Hai,"A.R. Rahman, Benny Dayal, Shreya Ghoshal",BollywoodDance,Yuvvraaj,joy,NWdasSZcvHY,https://i.ytimg.com/vi/NWdasSZcvHY/hqdefault.jpg
Maa Sheranwali,Shabbir Kumar,BollywoodDevotional,Coolie,fear,UpVyyolM2qQ,https://i.ytimg.com/vi/UpVyyolM2qQ/hqdefault.jpg
Kuch Din,Jubin Nautiyal,BollywoodRomantic,Kaabil,love,pwVQmA4FVkE,https://i.ytimg.com/vi/pwVQmA4FVkE/hqdefault.jpg
Tu Na Ja Mere Badshah,"Alka Yagnik, Mohammad Aziz",BollywoodSad,Khuda Gawah,sadness,dXgiVG2P_Uc,https://i.ytimg.com/vi/dXgiVG2P_Uc/hqdefault.jpg
Rani Tu Mein Raja (,"Bhavya Pandit, Mika Singh, Yo Yo Honey Singh",BollywoodDance,Son of Sardaar,joy,m4Mtvi7iFWo,https://i.ytimg.com/vi/m4Mtvi7iFWo/hqdefault.jpg
Rani Tu Mein Raja (,"Bhavya Pandit, Mika Singh, Yo Yo Honey Singh",BollywoodDance,Son of Sardaar,joy,m4Mtvi7iFWo,https://i.ytimg.com/vi/m4Mtvi7iFWo/hqdefault.jpg
Bholi Si Surat,"Lata Mangeshkar, Udit Narayan",BollywoodRomantic,Dil To Pagal Hai,love,IsPOtygII-Q,https://i.ytimg.com/vi/IsPOtygII-Q/hqdefault.jpg
Tere Naina,"Shaan, Shreya Ghoshal",BollywoodRomantic,Jai Ho,love,qYjPxdLIuk0,https://i.ytimg.com/vi/qYjPxdLIuk0/hqdefault.jpg
O Rangrez,Divya Kumar,BollywoodRomantic,Bhaag Milkha Bhaag,love,5idNBcKDtvA,https://i.ytimg.com/vi/5idNBcKDtvA/hqdefault.jpg
Jise Dekh Mera Dil Dhadke,Kumar Sanu,BollywoodRomantic,Phool Aur Kaante,love,uqXyvo6odmw,https://i.ytimg.com/vi/uqXyvo6odmw/hqdefault.jpg
Tumko To Aana Hi Tha,"Armaan Malik, Marianne D'Cruz",BollywoodRomantic,Jai Ho,love,c0F63O5uE-M,https://i.ytimg.com/vi/c0F63O5uE-M/hqdefault.jpg
Khwaab Ho Tum Ya Koi,Kishore Kumar,BollywoodRomantic,Teen Deviyan,love,Jw4wLVnFJ-E,https://i.ytimg.com/vi/Jw4wLVnFJ-E/hqdefault.jpg
Chor Bazari,Neeraj Shridhar,BollywoodDance,Love Aj Kal,joy,sDne5fEsxec,https://i.ytimg.com/vi/sDne5fEsxec/hqdefault.jpg
Jaati Hoon Main,"Alka Yagnik, Kumar Sanu, Udit Narayan",Bollywood,Karan Arjun,neutral,ro8wx6JtX4Q,https://i.ytimg.com/vi/ro8wx6JtX4Q/hqdefault.jpg
Saanson Ne,"Sonu Nigam, Tulsi Kumar",BollywoodRomantic,Dabangg 2,love,TBQqW7FuBu0,https://i.ytimg.com/vi/TBQqW7FuBu0/hqdefault.jpg
Mr. Lova Lova,"Abhijeet, Kavita Krishnamurthy, Sudesh Bhosle, Udit Narayan, Vibha Sharma",BollywoodDance,Ishq,joy,UTFyDM_mR_c,https://i.ytimg.com/vi/UTFyDM_mR_c/hqdefault.jpg
Ladka Yeh Kehta Hai,K.K.,BollywoodDance,Main Prem Ki Diwani Hoon,joy,j61MEp2IMoc,https://i.ytimg.com/vi/j61MEp2IMoc/hqdefault.jpg
Tum Dil Ki Dhadkan Mein,"Abhijeet, Alka Yagnik, Kumar Sanu",BollywoodRomantic,Dhadkan,love,3Z_x7vBqr6E,https://i.ytimg.com/vi/3Z_x7vBqr6E/hqdefault.jpg
Halla Re,"Salim Merchant, Shweta Pandit",BollywoodDance,Neal 'n' Nikki,joy,Ss7xLBphwoE,https://i.ytimg.com/vi/Ss7xLBphwoE/hqdefault.jpg
Tu Bhoola Jise,K.K.,BollywoodPatriotic,Airlift,neutral,fiJWyk_a5HI,https://i.ytimg.com/vi/fiJWyk_a5HI/hqdefault.jpg
Teri Yaad,"Badshah, Himesh Reshammiya",BollywoodSad,Teraa Surroor,sadness,QlkWUFKMFnc,https://i.ytimg.com/vi/QlkWUFKMFnc/hqdefault.jpg
Tum Saanson Mein,"Himesh Reshammiya, Tulsi Kumar",BollywoodRomantic,Humko Deewana Kar Gaye,love,YixKjXWLKqs,https://i.ytimg.com/vi/YixKjXWLKqs/hqdefault.jpg
Yeh Jo Des Hai Tera,A.R. Rahman,BollywoodPatriotic,Swades,neutral,4tiVPuLbbHg,https://i.ytimg.com/vi/4tiVPuLbbHg/hqdefault.jpg
Jab Tak Hai Jaan,Shakthi Sree Gopalan,BollywoodRomantic,Jab Tak Hai Jaan,love,Z1kW1MbNI5Y,https://i.ytimg.com/vi/Z1kW1MbNI5Y/hqdefault.jpg
Teri Yaad Aati Hai,"Lata Mangeshkar, Suresh Wadkar",BollywoodSad,Saudagar,sadness,MSbbTxJnV9o,https://i.ytimg.com/vi/MSbbTxJnV9o/hqdefault.jpg
Jee Le Zaraa,Vishal Dadlani,BollywoodRomantic,Talaash,love,fhs6wYi4Jr0,https://i.ytimg.com/vi/fhs6wYi4Jr0/hqdefault.jpg
Bekarar Karke Hume,Hemant Kumar,BollywoodRomantic,Bees Saal Baad,love,ofjT0GcUijo,https://i.ytimg.com/vi/ofjT0GcUijo/hqdefault.jpg
Tumhari Nazar Kyon Khafa Ho Gayi,"Lata Mangeshkar, Mohammed Rafi",Bollywood,Do Kaliyan,neutral,0aMYlPkoXEE,https://i.ytimg.com/vi/0aMYlPkoXEE/hqdefault.jpg
Chichora Piya,"Himesh Reshammiya, Shalmali Kholgade",BollywoodDance,Action Jackson,joy,bC53bbMCtng,https://i.ytimg.com/vi/bC53bbMCtng/hqdefault.jpg
Soniye Ve – Dhak Dhak Dhak,"Sonu Nigam, Sunidhi Chauhan",BollywoodDance,Kismat Konnection,joy,u58dPU5ym9k,https://i.ytimg.com/vi/u58dPU5ym9k/hqdefault.jpg
Tere Bin,Atif Aslam,BollywoodSad,Bas Ek Pal,sadness,GgInEo8OYfo,https://i.ytimg.com/vi/GgInEo8OYfo/hqdefault.jpg
Phir Mohabbat,"Arijit Singh, Mohammed Irfan, Saim Bhat",BollywoodRomanticSad,Murder 2,sadness,m1rcse8INWk,https://i.ytimg.com/vi/m1rcse8INWk/hqdefault.jpg
O Heeriye,Ayushman Khurana,BollywoodRomance,Bewakoofiyan,love,8K2Vz9iQorc,https://i.ytimg.com/vi/8K2Vz9iQorc/hqdefault.jpg
O Heeriye,Ayushman Khurana,BollywoodSad,Bewakoofiyaan,sadness,8K2Vz9iQorc,https://i.ytimg.com/vi/8K2Vz9iQorc/hqdefault.jpg
Hummein Tummein Jo Tha,"Palak Muchhal, Papon",BollywoodSad,Raaz Reboot,sadness,eNk9d1V5bDY,https://i.ytimg.com/vi/eNk9d1V5bDY/hqdefault.jpg
Dil Chura Le,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Dil Ka Rishta,love,Zs9m-oz90OI,https://i.ytimg.com/vi/Zs9m-oz90OI/hqdefault.jpg
Kaun Hai Jo Sapnon Mein Aaya,Mohammed Rafi,BollywoodRomantic,Jhuk Gaya Aasman,love,2Aq2bKhgUfE,https://i.ytimg.com/vi/2Aq2bKhgUfE/hqdefault.jpg
Mar Jaawan Mit Jaawan,"Abhijeet Sawant, Sunidhi Chauhan",BollywoodDance,Aashiq Banaya Aapne,joy,G1rulK-BePQ,https://i.ytimg.com/vi/G1rulK-BePQ/hqdefault.jpg
Mar Jaawan Mit Jaawan,"Abhijeet Sawant, Sunidhi Chauhan",BollywoodDance,Aashiq Banaya Aapne,joy,G1rulK-BePQ,https://i.ytimg.com/vi/G1rulK-BePQ/hqdefault.jpg
Jhuki Jhuki Si Nazar,Jagjit Singh,BollywoodSad,Arth,sadness,xY2P6IAd0MI,https://i.ytimg.com/vi/xY2P6IAd0MI/hqdefault.jpg
Zor Ka Jhatka,"Daler Mehndi, Master Saleem, Richa Sharma",BollywoodDance,Action Replayy,joy,qcucgNV7Cmc,https://i.ytimg.com/vi/qcucgNV7Cmc/hqdefault.jpg
I Am A Disco Dancer,Bappi Lahiri,BollywoodDance,Disco Dancer,joy,7JdEZoffm-Q,https://i.ytimg.com/vi/7JdEZoffm-Q/hqdefault.jpg
Sufi Salam,Rahat Fateh Ali Khan,BollywoodRomantic,Tishnagi,love,9YEEMB1jfaI,https://i.ytimg.com/vi/9YEEMB1jfaI/hqdefault.jpg
Ishq Samundar,"Himesh Reshammiya, Kanika Kapoor",BollywoodDance,Teraa Surroor,joy,#NAME?,https://i.ytimg.com/vi/-MyVBReVMag/hqdefault.jpg
Na Na Karte Pyar,Alka Yagnik,BollywoodDanceRomantic,Dhadkan,love,z4H1eXbnkKw,https://i.ytimg.com/vi/z4H1eXbnkKw/hqdefault.jpg
Tu Rootha Dil Toota,Kishore Kumar,BollywoodSad,Yaarana,sadness,K2K33TUE4rw,https://i.ytimg.com/vi/K2K33TUE4rw/hqdefault.jpg
Katra Katra,"Ankit Tiwari, Prakriti Kakar",BollywoodRomantic,Alone,love,8PmgDiGuTZ0,https://i.ytimg.com/vi/8PmgDiGuTZ0/hqdefault.jpg
Yaara O Yaara,"Lata Mangeshkar, Suresh Wadkar",BollywoodSad,Ram Teri Ganga Maili,sadness,tmiJ3rT3ox8,https://i.ytimg.com/vi/tmiJ3rT3ox8/hqdefault.jpg
Let’s Celebrate,Imran Khan,BollywoodDance,Tevar,joy,IsAVGCIQ0Q8,https://i.ytimg.com/vi/IsAVGCIQ0Q8/hqdefault.jpg
Alfazon Ki Tarah (Unplugged),"Ankit Tiwari, John Abraham, Shreya Ghoshal",BollywoodSad,Rocky Handsome,sadness,okr0WS3qv7g,https://i.ytimg.com/vi/okr0WS3qv7g/hqdefault.jpg
Jaane Dil Mein,"Lata Mangeshkar, Sonu Nigam",BollywoodRomantic,Mujhse Dosti Karoge!,love,EdRYy38C_gE,https://i.ytimg.com/vi/EdRYy38C_gE/hqdefault.jpg
Trippy,"Himesh Reshammiya, Neha Kakkar",BollywoodDance,Aap Se Mausiiquii,joy,xPr14A_r30M,https://i.ytimg.com/vi/xPr14A_r30M/hqdefault.jpg
Dil Jaane Na,"Mohit Chauhan, Neeti Mohan",BollywoodRomantic,Dil Juunglee,love,cwuEMw84BMo,https://i.ytimg.com/vi/cwuEMw84BMo/hqdefault.jpg
Da Da Dasse,"Babu Haabi, Kanika Kapoor",BollywoodDance,Udta Punjab,joy,5IdGjLg6m5Q,https://i.ytimg.com/vi/5IdGjLg6m5Q/hqdefault.jpg
O Re Kaharo,"Altamash Faridi, Kalpana Patowary",BollywoodSad,Begum Jaan,sadness,prOBh73ceq4,https://i.ytimg.com/vi/prOBh73ceq4/hqdefault.jpg
Ramaiya Vatsavaiya,"Lata Mangeshkar, Mohammed Rafi, Mukesh",BollywoodDance,Shree 420,joy,DvFYplCzqPk,https://i.ytimg.com/vi/DvFYplCzqPk/hqdefault.jpg
Fashion Khatam Mujhpe,"Mamta Sharma, Shabab Sabri, Wajid",BollywoodDance,Dolly Ki Doli,joy,PKhjmDgy_iI,https://i.ytimg.com/vi/PKhjmDgy_iI/hqdefault.jpg
Kya Dekhte Ho Surat Tumhari,"Asha Bhosle, Mohammed Rafi",BollywoodRomantic,Qurbani,love,YuoJAe1vYhw,https://i.ytimg.com/vi/YuoJAe1vYhw/hqdefault.jpg
Kudiye Di Kurti,"Neuman Pinto, Shazneen Arethna, Shreya Ghoshal, Sonu Nigam",BollywoodDance,Ishkq In Paris,joy,ctcCHU3DfUo,https://i.ytimg.com/vi/ctcCHU3DfUo/hqdefault.jpg
Beat Juunglee,"Armaan Malik, Prakriti Kakkar",BollywoodDance,Dil Juunglee,joy,GrU4OEFdAQk,https://i.ytimg.com/vi/GrU4OEFdAQk/hqdefault.jpg
Ya Rabba,Kailash Kher,BollywoodSad,Salaam-E-Ishq,sadness,pMFl6R5OqT4,https://i.ytimg.com/vi/pMFl6R5OqT4/hqdefault.jpg
Khwab Dekhe Sexy Lady,"Monali Thakur, Neeraj Shridhar",BollywoodDance,Race,joy,kCQ6zaHDXj4,https://i.ytimg.com/vi/kCQ6zaHDXj4/hqdefault.jpg
Ishqa,"Abhijeet Sawant, Antara Mitra",Bollywood,Dishoom,neutral,8amRmgneP0k,https://i.ytimg.com/vi/8amRmgneP0k/hqdefault.jpg
Aahun Aahun,"Ashish Pandit, Jaspreet Singh, Master Saleem, Suzanne D'Mello",BollywoodDance,Love Ajkal,joy,Qk9bPR2wfJ4,https://i.ytimg.com/vi/Qk9bPR2wfJ4/hqdefault.jpg
Aahun Aahun,"Ashish Pandit, Master Saleem, Suzanne D'Mello",BollywoodDance,Love Aj Kal,joy,Qk9bPR2wfJ4,https://i.ytimg.com/vi/Qk9bPR2wfJ4/hqdefault.jpg
Dil Dance Maare,"Sukhwinder Singh, Sunidhi Chauhan, Udit Narayan",BollywoodDance,Tashan,joy,l7wqkrtE2ZI,https://i.ytimg.com/vi/l7wqkrtE2ZI/hqdefault.jpg
Kitni Baatein,"Hariharan, Sadhana Sargam, Shankar Ehsaan Loy",BollywoodSad,Lakshya,sadness,xcRhNy-6iok,https://i.ytimg.com/vi/xcRhNy-6iok/hqdefault.jpg
Kitni Baatein,"Hariharan, Sadhana Sargam",BollywoodSad,Lakshay,sadness,xcRhNy-6iok,https://i.ytimg.com/vi/xcRhNy-6iok/hqdefault.jpg
Char Baj Gaye (Party Abhi Baaki Hai),Hard Kaur,BollywoodDance,F.A.L.T.U,joy,cj1jnyy3Egw,https://i.ytimg.com/vi/cj1jnyy3Egw/hqdefault.jpg
Aa Gaya Aa Gaya,Udit Narayan,BollywoodDance,Hum Tumhare Hain Sanam,joy,tZAJCJBbOzk,https://i.ytimg.com/vi/tZAJCJBbOzk/hqdefault.jpg
Chand Sitare,Kumar Sanu,BollywoodRomantic,Kaho Naa.... Pyaar Hai,love,D0gWr9K8Lb4,https://i.ytimg.com/vi/D0gWr9K8Lb4/hqdefault.jpg
Bhanware Ne Khilaya Phool,"Lata Mangeshkar, Suresh Wadkar",BollywoodDance,Prem Rog,joy,7bnzdQ6Oj2w,https://i.ytimg.com/vi/7bnzdQ6Oj2w/hqdefault.jpg
O Piya O Piya,"Sadhana Sargam, Sukhwinder Singh",BollywoodRomantic,Jis Desh Mein Ganga Rehta Hai,love,QIe_gL5Na8g,https://i.ytimg.com/vi/QIe_gL5Na8g/hqdefault.jpg
Dekha Tujhe Toh,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Devdas,love,cUVUs7M9TS0,https://i.ytimg.com/vi/cUVUs7M9TS0/hqdefault.jpg
Engine Ki Seeti,"Resmi Sateesh, Sunidhi Chauhan",BollywoodDance,Khoobsurat,joy,YWhbDQeWfNk,https://i.ytimg.com/vi/YWhbDQeWfNk/hqdefault.jpg
Yeh Jawaani Hai Deewani (Mashup),"Arijit Singh, Mohit Chauhan",BollywoodDance,Yeh Jawaani Hai Deewani,joy,shJyai-hQ1Q,https://i.ytimg.com/vi/shJyai-hQ1Q/hqdefault.jpg
Main Heroine Hoon,Aditi Singh Sharma,BollywoodDance,Heroine,joy,C-KMqIThhLg,https://i.ytimg.com/vi/C-KMqIThhLg/hqdefault.jpg
Punjabi Mast,"Alamgir Khan, Ankit Tiwari, Arya Acharya, Himesh Reshammiya, Vineet Singh",BollywoodDance,Action Jackson,joy,qlemX0mWP2A,https://i.ytimg.com/vi/qlemX0mWP2A/hqdefault.jpg
Mere Hathon Mein Nau Nau,Lata Mangeshkar,BollywoodDance,Chandni,joy,Oo-WHs3bw34,https://i.ytimg.com/vi/Oo-WHs3bw34/hqdefault.jpg
Heer,"Arijit Singh, Harshdeep Kaur",BollywoodDance,Yeh Jawaani Hai Deewani,joy,aNcxgxHcGYg,https://i.ytimg.com/vi/aNcxgxHcGYg/hqdefault.jpg
Mere Bina,Nikhil Dsouza,BollywoodRomantic,Crook,love,XvUSsh3gdO4,https://i.ytimg.com/vi/XvUSsh3gdO4/hqdefault.jpg
Ishq Chupta Nahi Chupane Se,Abhijeet,BollywoodSad,Bewaffa,sadness,Z1I4KLiX-h0,https://i.ytimg.com/vi/Z1I4KLiX-h0/hqdefault.jpg
Ishq Chupta Nahi,Abhijeet,BollywoodRomantic,Bewafaa,love,Z1I4KLiX-h0,https://i.ytimg.com/vi/Z1I4KLiX-h0/hqdefault.jpg
Tu Jahaan,Sonu Nigam,BollywoodRomanticSad,Salaam Namaste,sadness,wW_ZjNUwe0M,https://i.ytimg.com/vi/wW_ZjNUwe0M/hqdefault.jpg
Girls Like To Swing,Sunidhi Chauhan,BollywoodDance,Dil Dhadakne Do,joy,JTWGBaTV_Ig,https://i.ytimg.com/vi/JTWGBaTV_Ig/hqdefault.jpg
Tu Kamaal Di Kudi,"Mamta Sharma, Vineet Singh",BollywoodDance,Son of Sardaar,joy,E2C0dzbF2iw,https://i.ytimg.com/vi/E2C0dzbF2iw/hqdefault.jpg
Tu Kamaal Di Kudi,"Mamta Sharma, Vineet Singh",BollywoodDance,Son of Sardaar,joy,E2C0dzbF2iw,https://i.ytimg.com/vi/E2C0dzbF2iw/hqdefault.jpg
Sapne Mein,"Asha Bhosle, Suresh Wadkar",BollywoodDance,Satya,joy,RbKjzNy3yAs,https://i.ytimg.com/vi/RbKjzNy3yAs/hqdefault.jpg
Sadka,"Mahalakshmi Iyer, Suraj Jagan",Bollywood,I Hate Luv Story,neutral,9hIgYEF42so,https://i.ytimg.com/vi/9hIgYEF42so/hqdefault.jpg
Dekho Dekho Jaanam,"Alka Yagnik, Udit Narayan",BollywoodDance,Ishq,joy,OcD9cEPlW_M,https://i.ytimg.com/vi/OcD9cEPlW_M/hqdefault.jpg
Chhan Ke Mohalla,"Ritu Pathak, Sunidhi Chauhan",BollywoodDance,Action Replayy,joy,mF2rypr253o,https://i.ytimg.com/vi/mF2rypr253o/hqdefault.jpg
Kaahe Chhed,"Kavita Krishnamurthy, Madhuri Dixit, Pandit Birju Maharaj",BollywoodDance,Devdas,joy,shVS2PkqRMI,https://i.ytimg.com/vi/shVS2PkqRMI/hqdefault.jpg
Aate Jaate Jo Milta Hai,"Alka Yagnik, Sonu Nigam",BollywoodDance,Har Dil Jo Pyar Karega,joy,5xnBd1PC7vQ,https://i.ytimg.com/vi/5xnBd1PC7vQ/hqdefault.jpg
Uff Teri Adaa I Like You,"Alyssa Mendonsa, Shankar Mahadevan",BollywoodDance,Karthik Calling Karthik,joy,qTsAdjULqwg,https://i.ytimg.com/vi/qTsAdjULqwg/hqdefault.jpg
Pant Mein Gun,Diljit Dosanjh,BollywoodDance,Welcome To New York,joy,RcseqQANTvQ,https://i.ytimg.com/vi/RcseqQANTvQ/hqdefault.jpg
Bachna Ae Haseeno,"Kishore Kumar, Sumit Kumar, Vishal Dadlani",BollywoodDance,Bachna Ae Haseeno,joy,bh2O4oyB1UM,https://i.ytimg.com/vi/bh2O4oyB1UM/hqdefault.jpg
Ang Se Ang Lagana,"Alka Yagnik, Devki Pandit, Sudesh Bhosle, Vinod Rathod",BollywoodDance,Darr,joy,bue7fClXlkI,https://i.ytimg.com/vi/bue7fClXlkI/hqdefault.jpg
Janib (Duet),"Arijit Singh, Sunidhi Chauhan",BollywoodRomantic,Dilliwaali Zaalim Girlfriend,love,M1XKJZHLRmM,https://i.ytimg.com/vi/M1XKJZHLRmM/hqdefault.jpg
Seedha Saadha,Amit Mishra,BollywoodSad,Commando 2,sadness,z1H576TCzEU,https://i.ytimg.com/vi/z1H576TCzEU/hqdefault.jpg
Aaya Re,"Kunal Ganjawala, Sunidhi Chauhan",BollywoodDance,Chup Chup Ke,joy,ZtQCMz9XLbA,https://i.ytimg.com/vi/ZtQCMz9XLbA/hqdefault.jpg
Koi Fariyaad,Jagjit Singh,BollywoodSad,Tum Bin,sadness,8MN2bxMiB9A,https://i.ytimg.com/vi/8MN2bxMiB9A/hqdefault.jpg
Rangreli,"Shreya Ghoshal, Wajid",BollywoodDance,Daawat e Ishq,joy,zkU_0IAI9sk,https://i.ytimg.com/vi/zkU_0IAI9sk/hqdefault.jpg
Loot Jayenge,"Jayesh Gandhi, Kunal Ganjawala",BollywoodDance,Aksar,joy,zZEExtwxgcw,https://i.ytimg.com/vi/zZEExtwxgcw/hqdefault.jpg
Pyar Kiya To Darna Kya,Lata Mangeshkar,BollywoodDance,Mughal-E-Azam,joy,FzVG01dDTCA,https://i.ytimg.com/vi/FzVG01dDTCA/hqdefault.jpg
Hum To Bhai Jaise Hain,Lata Mangeshkar,BollywoodDance,Veer Zaara,joy,c_L5nSf91zs,https://i.ytimg.com/vi/c_L5nSf91zs/hqdefault.jpg
Jatt Jaguar,"Apeksha Dandekar., Navraj Hans, Vishal Dadlani",BollywoodDance,Mubarakan,joy,raNYtiXMkjA,https://i.ytimg.com/vi/raNYtiXMkjA/hqdefault.jpg
Yaad Aa Raha Ha,Bappi Lahiri,BollywoodDance,Disco Dancer,joy,v7B1_y2LAeI,https://i.ytimg.com/vi/v7B1_y2LAeI/hqdefault.jpg
Glamorous Ankhiyaan,"Anjjan, Krishna Beura, Meet Bros",BollywoodDance,Ek Paheli Leela,joy,SaSbcpsj6b0,https://i.ytimg.com/vi/SaSbcpsj6b0/hqdefault.jpg
Kitni Mohabbat Kis Ko,"Alka Yagnik, Kumar Sanu, Udit Narayan",BollywoodRomantic,Deewane,love,J09j5y0OMAY,https://i.ytimg.com/vi/J09j5y0OMAY/hqdefault.jpg
Tera Mera Rishta Purana,Mustafa Zahid,BollywoodSad,Awarapan,sadness,0J0HZrDvbjY,https://i.ytimg.com/vi/0J0HZrDvbjY/hqdefault.jpg
Bin Tere,"Shafqat Amanat Ali, Sunidhi Chauhan",BollywoodSad,I Hate Luv Storys,sadness,JPZxMhZ4KDw,https://i.ytimg.com/vi/JPZxMhZ4KDw/hqdefault.jpg
Tere Dil Ka Rishta,Sonu Nigam,BollywoodRomantic,Koi Aap Sa,love,UPm4DCC1yRo,https://i.ytimg.com/vi/UPm4DCC1yRo/hqdefault.jpg
Om Mangalam,"Nindy Kaur, RDB",BollywoodDance,Kambakkht Ishq,joy,77nZlMlFVxQ,https://i.ytimg.com/vi/77nZlMlFVxQ/hqdefault.jpg
Chhupana Bhi Nahin Aata,Vinod Rathod,BollywoodRomantic,Baazigar,love,beyJY99Rusk,https://i.ytimg.com/vi/beyJY99Rusk/hqdefault.jpg
Hum Pyar Karne Wale,"Adnan Sami, Anuradha Paudwal, Udit Narayan",BollywoodRomantic,Dil,love,pXQQhqKmYgg,https://i.ytimg.com/vi/pXQQhqKmYgg/hqdefault.jpg
Khwabon Khwabon,K.K. Suchitra,BollywoodDance,Force,joy,IjjBh4NX8V0,https://i.ytimg.com/vi/IjjBh4NX8V0/hqdefault.jpg
Yeh Haseen Vadiyan Yeh Khula Aasman,"A.R. Rahman, K. S. Chithra, S.P. Balasubrahmanyam",BollywoodRomantic,Roja,love,CuhoU0pmip8,https://i.ytimg.com/vi/CuhoU0pmip8/hqdefault.jpg
Yeh Hawa Yeh Bata,Lata Mangeshkar,BollywoodDance,Ghazab,joy,RjfobM3u-fw,https://i.ytimg.com/vi/RjfobM3u-fw/hqdefault.jpg
Khulke Dulke,"Gippy Grewal, Harshdeep Kaur",BollywoodDance,Befikre,joy,nD8ALkM1x6s,https://i.ytimg.com/vi/nD8ALkM1x6s/hqdefault.jpg
Musu Musu,Shaan,BollywoodRomantic,Pyaar Mein Kabhi Kabhi,love,5ahWUJsgqGg,https://i.ytimg.com/vi/5ahWUJsgqGg/hqdefault.jpg
Sajh Dhaj Ke,"Mika Singh, Pankaj Kapur",BollywoodDance,Mausam,joy,C87WJjQKLNI,https://i.ytimg.com/vi/C87WJjQKLNI/hqdefault.jpg
Dhiktana – 2,"Lata Mangeshkar, S.P. Balasubrahmanyam, Udit Narayan",BollywoodDance,Hum Aapke Hain Koun,joy,_LaKb3mnDUE,https://i.ytimg.com/vi/_LaKb3mnDUE/hqdefault.jpg
Pinky,"Mamta Sharma, Meet Bros Anjjan",BollywoodDance,Zanjeer,joy,b-COwruFUyY,https://i.ytimg.com/vi/b-COwruFUyY/hqdefault.jpg
Mujhe Kitna Pyar Hai Tumse,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Dil Tera Deewana,love,7rKX_9IrdwI,https://i.ytimg.com/vi/7rKX_9IrdwI/hqdefault.jpg
